condition,hidden_width,fold,epoch,train_loss,balanced_accuracy_full
image,128,0,42,0.2769138954904405,0.4933423843618902
image,128,0,43,0.27400646475624185,0.50772378351174
image,128,0,44,0.23865912208938223,0.5128487592653658
image,128,0,45,0.2608787117094592,0.5149145900896822
image,128,0,46,0.2504829383051634,0.5023890818442028
image,128,0,47,0.24092087325085745,0.48400858249801176
image,128,0,48,0.2503708626378219,0.5168792266319219
image,128,0,49,0.2566700747979105,0.5175728405715984
image,128,0,50,0.21516572675996243,0.4799470536841475
image,256,0,1,1.0729837976359478,0.4742603222804516
image,256,0,2,1.025973392360686,0.48402592717757814
image,256,0,3,0.9949637597559164,0.4798468580968989
image,256,0,4,0.9634584291739577,0.49627992290972706
image,256,0,5,0.9409083075457778,0.508474363819675
image,256,0,6,0.9172476274710267,0.5062117901142135
image,256,0,7,0.8886974044522418,0.507769947670633
image,256,0,8,0.8601843381451264,0.5150282476755836
image,256,0,9,0.8270071767565855,0.4830197625197454
image,256,0,10,0.8002160547055301,0.4999480474874091
image,256,0,11,0.7614793835059565,0.5216986119588977
image,256,0,12,0.7410035818824993,0.48019858211015126
image,256,0,13,0.697404621860218,0.4977656750911059
image,256,0,14,0.7008681285783497,0.5334606791528386
image,256,0,15,0.6574558704710772,0.5096731339086509
image,256,0,16,0.6260144180092623,0.5063414675804195
image,256,0,17,0.5914036689177912,0.5227550272718081
image,256,0,18,0.5686290184962645,0.4865712843808592
image,256,0,19,0.5534802802343897,0.5058342223245919
image,256,0,20,0.5297100235898105,0.506730102539259
image,256,0,21,0.5039659722726774,0.48322958015052864
image,256,0,22,0.47500630534753385,0.5102737469401468
image,256,0,23,0.45486208982948706,0.4979861114975109
image,256,0,24,0.41492432384189526,0.5108379279919425
image,256,0,25,0.4037139717766468,0.5188204447995178
image,256,0,26,0.4029062303155905,0.49276518970503796
image,256,0,27,0.38506511239352637,0.5044183278273656
image,256,0,28,0.3698793809862165,0.5200552494284154
image,256,0,29,0.34851897996232584,0.5215097261564514
image,256,0,30,0.32697291906021325,0.5254418526547254
image,256,0,31,0.2968233520628154,0.5083659239047126
image,256,0,32,0.3080405445029374,0.5142749668153072
image,256,0,33,0.2923854598638233,0.5089999626406608
image,256,0,34,0.27005795236888025,0.5069339483826005
image,256,0,35,0.3069929554399568,0.505772160574557
image,256,0,36,0.270788499860345,0.5083761758128463
image,256,0,37,0.23299773678774136,0.5156315001148397
image,256,0,38,0.22902137909878914,0.5234278622446008
image,256,0,39,0.24070268188036742,0.5150207574643725
image,256,0,40,0.24414584304206377,0.5266765349944604
image,256,0,41,0.23635025749997626,0.5175649834928994
image,256,0,42,0.24887887574671294,0.5267100829880754
image,256,0,43,0.21521413045859986,0.5141715611375395
image,256,0,44,0.20850713586918534,0.5065073630202912
image,256,0,45,0.1908105260723347,0.5201252294017307
image,256,0,46,0.20228155931995379,0.5104054829405905
image,256,0,47,0.20855773558069596,0.5194029488441809
image,256,0,48,0.18171365735298917,0.5235368830330859
image,256,0,49,0.18739724885507603,0.5071495034132637
image,256,0,50,0.19272969924267339,0.4952140505682401
image,512,0,1,1.0718216044060176,0.46845379845119545
image,512,0,2,1.0193573655630774,0.4557055506867484
image,512,0,3,0.9802238864270812,0.5011260691817919
image,512,0,4,0.9517602192508249,0.5034550051395078
image,512,0,5,0.9259208833199035,0.4957785679152329
image,512,0,6,0.8927744591856955,0.5080164112871511
image,512,0,7,0.8562468206574009,0.48902978570638206
image,512,0,8,0.8304547605419252,0.5077755627813504
image,512,0,9,0.7868135540632978,0.5117875542935858
image,512,0,10,0.7476956999540094,0.47404083361505706
image,512,0,11,0.7189200254217586,0.510366503270002
image,512,0,12,0.6738998591216556,0.5175699260132222
image,512,0,13,0.645284101332831,0.49661726775560683
image,512,0,14,0.6249869133150855,0.5030205117446818
image,512,0,15,0.6003016956001667,0.5044777501696406
image,512,0,16,0.5814749380623049,0.49726152782739835
image,512,0,17,0.5398864343913703,0.5011491512612385
image,512,0,18,0.5094823740054223,0.5124787734038273
image,512,0,19,0.4794350735796814,0.49399216782752714
image,512,0,20,0.457917751853598,0.49700748228279706
image,512,0,21,0.4375149286890514,0.5016589442079542
image,512,0,22,0.42010699298941734,0.522143917753853
image,512,0,23,0.4140819545421607,0.4887585381529041
image,512,0,24,0.3709255221571018,0.4945023276417307
image,512,0,25,0.36994824607060695,0.4792586268431194
image,512,0,26,0.3735633006339537,0.5123286532659349
image,512,0,27,0.328668251467696,0.5024611814963372
image,512,0,28,0.3099136331844361,0.5043329394195589
image,512,0,29,0.28805341702619613,0.4794038961775607
image,512,0,30,0.25810329925026065,0.5108842755845794
image,512,0,31,0.2500414827535319,0.4977945251427232
image,512,0,32,0.26675280727521733,0.49602132209381794
image,512,0,33,0.2629072596958103,0.5029583277054842
image,512,0,34,0.26375788911967213,0.4983977164373979
image,512,0,35,0.21516389632826355,0.49855821077258683
image,512,0,36,0.19334226244889124,0.5070923230389704
image,512,0,37,0.20201724708138863,0.5050784854902991
image,512,0,38,0.21780567748250626,0.5150490266424673
image,512,0,39,0.21606104621096903,0.5078431173529402
image,512,0,40,0.2066725884920216,0.5056504624762125
image,512,0,41,0.15984012941102924,0.5064479406780164
image,512,0,42,0.19305992862493376,0.5082881785695702
image,512,0,43,0.1856816895440333,0.49764440500483076
image,512,0,44,0.17588372680346692,0.48866793207415854
image,512,0,45,0.18070887321044374,0.5129552629352534
image,512,0,46,0.1708093116928076,0.5057228984235439
image,512,0,47,0.1528084047853732,0.5312476427490057
image,512,0,48,0.15042968922625047,0.5227083739562645
image,512,0,49,0.1679464505806619,0.5089690234825154
image,512,0,50,0.14613414698552196,0.5162709093831802
early,128,0,1,1.0681517736036348,0.4676908465563076
early,128,0,2,1.0197856507065488,0.5032248059816196
early,128,0,3,0.9926933336757731,0.4985757694581879
early,128,0,4,0.9672011667456816,0.5051537748514253
early,128,0,5,0.9341410820577092,0.515786226477858
early,128,0,6,0.9083076831437782,0.512217145931143
early,128,0,7,0.887614499124745,0.5153081064242634
early,128,0,8,0.8459617443604818,0.5391650915312982
early,128,0,9,0.8151217455985778,0.52017912835016
early,128,0,10,0.7951627070303241,0.5439258799678469
early,128,0,11,0.760302821730068,0.5134210725464764
early,128,0,12,0.730989307135861,0.5518645968736735
early,128,0,13,0.6907183335837168,0.5088186281940069
early,128,0,14,0.668134166750797,0.5239734757252038
early,128,0,15,0.6486844516292464,0.5264742992917603
early,128,0,16,0.6162713325847534,0.5386608525507185
early,128,0,17,0.5741484028138062,0.5235286896591896
early,128,0,18,0.558705434676588,0.5168636959082678
early,128,0,19,0.5674290813229883,0.5345840070192348
early,128,0,20,0.534332483860457,0.5253224576689439
early,128,0,21,0.4860986080710083,0.5155254244570213
early,128,0,22,0.4656659285533323,0.5043199869590836
early,128,0,23,0.45869560689563793,0.5098077233228893
early,128,0,24,0.4272383692965053,0.5070222513487832
early,128,0,25,0.4164288180053254,0.5234047801651543
early,128,0,26,0.39471439104997014,0.5115649676360712
early,128,0,27,0.39949345118172475,0.5174225369999619
early,128,0,28,0.382429048160315,0.5155590641675083
early,128,0,29,0.3546556229381299,0.533442447876843
early,128,0,30,0.338931805309295,0.5128929260346026
early,128,0,31,0.3460543491178132,0.5360853816411397
early,128,0,32,0.3284530731310346,0.4990084590878651
early,128,0,33,0.31985261984586794,0.5081583788142016
early,128,0,34,0.3104340434074402,0.5260498030359793
early,128,0,35,0.30130661650637974,0.5200758755338457
early,128,0,36,0.30011656263442343,0.5070016558156435
early,128,0,37,0.2790025751433761,0.5095822526792894
early,128,0,38,0.26167664088521125,0.5017936253390646
early,128,0,39,0.2696895131049998,0.5089660172072673
early,128,0,40,0.296595550729453,0.5412210373149686
early,128,0,41,0.2820347434881668,0.5156444831476056
early,128,0,42,0.2344505944448809,0.5268264411263183
early,128,0,43,0.2526424990895534,0.5306753294678952
early,128,0,44,0.23822838747419375,0.5207409451448114
early,128,0,45,0.21458800812061207,0.5187529208002187
early,128,0,46,0.22121660873084,0.4978334130964397
early,128,0,47,0.2024897789510008,0.5135709786783341
early,128,0,48,0.19360734946486444,0.5300104127183828
early,128,0,49,0.21520703145120718,0.510260488756765
early,128,0,50,0.23602419941787675,0.4998030533035836
early,256,0,1,1.0689942141731879,0.4755696825354995
early,256,0,2,1.0107309870590275,0.4920269198394743
early,256,0,3,0.9762345107313144,0.49678030978168386
early,256,0,4,0.9490768629294944,0.4714589527152036
early,256,0,5,0.9092126839324134,0.5280503824012688
early,256,0,6,0.8939184682938531,0.522066233563292
early,256,0,7,0.8568721011237086,0.5318968453411203
early,256,0,8,0.8222388975588252,0.5163380053704101
early,256,0,9,0.7702002312525584,0.5133742969417702
early,256,0,10,0.7582481554442455,0.5148470660903831
early,256,0,11,0.7285668469631121,0.511903881859538
early,256,0,12,0.6996924835972578,0.5089509756402638
early,256,0,13,0.643731332668663,0.5262386276938442
early,256,0,14,0.6341115690784848,0.5398333508512558
early,256,0,15,0.6127313330374192,0.51818115782034
early,256,0,16,0.5717221210325424,0.525436145827136
early,256,0,17,0.5340593687596963,0.5280614291889597
early,256,0,18,0.5028020693089897,0.5219628278855244
early,256,0,19,0.4908422048155144,0.5307453094412105
early,256,0,20,0.46480187208504903,0.5289621602070779
early,256,0,21,0.46219732485714016,0.5153752126022569
early,256,0,22,0.4274266304303653,0.5214605557223104
early,256,0,23,0.3970336043713642,0.5144821756106208
early,256,0,24,0.40726389769370774,0.5103122068817941
early,256,0,25,0.3899129347804332,0.513467450711404
early,256,0,26,0.36656408519031103,0.5043067593479925
early,256,0,27,0.31591980581474116,0.5148704844650268
early,256,0,28,0.33016840183770035,0.4964382364215158
early,256,0,29,0.3231089173322266,0.5247271540252588
early,256,0,30,0.2728864621850572,0.5287082369516394
early,256,0,31,0.29964332402123417,0.5253381412540513
early,256,0,32,0.2744346410963444,0.5148212528863044
early,256,0,33,0.2679869360243185,0.5366729199229978
early,256,0,34,0.25543962043697543,0.5195372019632222
early,256,0,35,0.2659047865844187,0.5334011650936917
early,256,0,36,0.2603553889561512,0.5254183731355004
early,256,0,37,0.21764113353562284,0.5135426789279488
early,256,0,38,0.22527062931960426,0.520893888124208
early,256,0,39,0.25029622942277574,0.5062872017645023
early,256,0,40,0.216567966895458,0.5095874092056469
early,256,0,41,0.22036567044344021,0.5235080329814686
early,256,0,42,0.18982925855387167,0.5227394354035727
early,256,0,43,0.19833079620810207,0.5320058661296053
early,256,0,44,0.17970991200778744,0.5155797208452292
early,256,0,45,0.1792850406529901,0.49133388677332035
early,256,0,46,0.18682315705488675,0.5136537276783808
early,256,0,47,0.15885207021369177,0.5056425442529321
early,256,0,48,0.17112026706001152,0.51491185896505
early,256,0,49,0.1894245607088403,0.4991017351466615
early,256,0,50,0.17812134129295104,0.5149402198600168
early,512,0,1,1.0703295982161234,0.49983098618648114
early,512,0,2,1.0097390332457827,0.4800732051461643
early,512,0,3,0.965534084260249,0.5078715393924882
early,512,0,4,0.9316260343959907,0.5172413757962885
early,512,0,5,0.8946426255836512,0.5159162810023155
early,512,0,6,0.8611443598974036,0.5289181768715852
early,512,0,7,0.8290098768900231,0.5114404772685134
early,512,0,8,0.782005361522021,0.532707398292562
early,512,0,9,0.7453196137567601,0.5371800428896627
early,512,0,10,0.7121714405493388,0.5240545330585006
early,512,0,11,0.6732988202138451,0.5259876495690724
early,512,0,12,0.6321517676066227,0.5386011244855372
early,512,0,13,0.5862909703226586,0.5188929418914306
early,512,0,14,0.5432980780792049,0.518823084207278
early,512,0,15,0.535929206235269,0.5123959632591993
early,512,0,16,0.5253125306059016,0.5268758255664938
early,512,0,17,0.4940386244479922,0.5168427335076403
early,512,0,18,0.458753948441264,0.5440212757054622
early,512,0,19,0.44213595540258793,0.5178007060446331
early,512,0,20,0.41079321969270005,0.5313302083153085
early,512,0,21,0.3854241466233272,0.514815912926203
early,512,0,22,0.3689767803241494,0.5123829496541429
early,512,0,23,0.3641930999245911,0.518768879535942
early,512,0,24,0.33462326818710464,0.5200938928038066
early,512,0,25,0.30912771822974366,0.5142310751966863
early,512,0,26,0.2929911442635452,0.5338775323359551
early,512,0,27,0.2802269634090015,0.5176787939402541
early,512,0,28,0.27624639584672206,0.4890686430878079
early,512,0,29,0.30099239125432947,0.514885923471809
early,512,0,30,0.2525444340010842,0.510382309144272
early,512,0,31,0.2547546513122377,0.5097091073039913
early,512,0,32,0.22980409754208958,0.5018272956218421
early,512,0,33,0.21990840143349927,0.5189859122273204
early,512,0,34,0.2212557034036819,0.5187816179903827
early,512,0,35,0.20745905906772208,0.5116427129712134
early,512,0,36,0.19409690980848,0.5024770485151885
early,512,0,37,0.19276968275782244,0.5372656147312135
early,512,0,38,0.18657796182253303,0.5201689375866075
early,512,0,39,0.2048252587811579,0.5043123133141286
early,512,0,40,0.20027491144770057,0.5004916024337744
early,512,0,41,0.17891640580953866,0.519475323646931
early,512,0,42,0.15213512682227515,0.5155799348512639
early,512,0,43,0.16124869204137585,0.5213933374459178
early,512,0,44,0.17248420024890412,0.5043537489587332
early,512,0,45,0.1765838554315086,0.5266711950343589
early,512,0,46,0.1512924784222783,0.5102373149604466
early,512,0,47,0.15537046285543213,0.5042785513144791
early,512,0,48,0.14166249300890424,0.5161232146470133
early,512,0,49,0.141097898458677,0.5102500534148872
early,512,0,50,0.1485113573589756,0.5082906956881676
intermediate,128,0,1,1.0612678109642877,0.49376178523589487
intermediate,128,0,2,1.0053865584318185,0.5103278293223202
intermediate,128,0,3,0.9748095855765994,0.5146347517225295
intermediate,128,0,4,0.9499534313459299,0.5050653190237893
intermediate,128,0,5,0.9225445678497275,0.5190430008847416
intermediate,128,0,6,0.884631041304385,0.5236839051788584
intermediate,128,0,7,0.8616038548762861,0.5048296576166368
intermediate,128,0,8,0.840613646601756,0.539375123168116
intermediate,128,0,9,0.7980759897624083,0.516192888897422
intermediate,128,0,10,0.7771959498675971,0.5279992145774716
intermediate,128,0,11,0.7441040412972804,0.5292180604706457
intermediate,128,0,12,0.7030132420134083,0.5319541174322855
intermediate,128,0,13,0.683310882579761,0.5483545106571642
intermediate,128,0,14,0.6698081772756155,0.5412363846048788
intermediate,128,0,15,0.6302341181764125,0.5328268238506343
intermediate,128,0,16,0.6138999214376968,0.5301681453566489
intermediate,128,0,17,0.569522950401706,0.5314028582686745
intermediate,128,0,18,0.5448862684190839,0.5259410879704008
intermediate,128,0,19,0.532833723603332,0.5298676299302482
intermediate,128,0,20,0.5289809240636535,0.5484115993145856
intermediate,128,0,21,0.4801800406217341,0.5313202315577904
intermediate,128,0,22,0.4548298036938919,0.5476918664479239
intermediate,128,0,23,0.4330184922193333,0.5163121921663315
intermediate,128,0,24,0.41026943938637656,0.5261376779900928
intermediate,128,0,25,0.394969690804633,0.5280692251230774
intermediate,128,0,26,0.40586198584743693,0.5233008241861549
intermediate,128,0,27,0.37176215414371483,0.537907846841058
intermediate,128,0,28,0.3794959826602961,0.5439077098364327
intermediate,128,0,29,0.33894458946598344,0.544451173065926
intermediate,128,0,30,0.3167732530076739,0.5325729617397769
intermediate,128,0,31,0.3454011319369283,0.5300616416867613
intermediate,128,0,32,0.3147196263475103,0.5182458284058443
intermediate,128,0,33,0.3052181348502343,0.517572504276401
intermediate,128,0,34,0.29427835423361465,0.5267672022177873
intermediate,128,0,35,0.2858550569052935,0.531252738130782
intermediate,128,0,36,0.2678975782509987,0.5229540426932257
intermediate,128,0,37,0.2643738970956059,0.5242769668545618
intermediate,128,0,38,0.23322933871278284,0.5307711837898704
intermediate,128,0,39,0.2547274145715322,0.5161905857848591
intermediate,128,0,40,0.25400039315457973,0.539305387773126
intermediate,128,0,41,0.2328559504477188,0.520345176651485
intermediate,128,0,42,0.20466236808467528,0.5477357580665447
intermediate,128,0,43,0.20976166501812102,0.5452070933339627
intermediate,128,0,44,0.22132895516443363,0.5385262631364802
intermediate,128,0,45,0.20708178358120174,0.5240466148352203
intermediate,128,0,46,0.21138171061917363,0.535342536122741
intermediate,128,0,47,0.1957401364280324,0.5450490855450806
intermediate,128,0,48,0.1858911555769246,0.5128615588643878
intermediate,128,0,49,0.20390685214064685,0.5314935254920014
intermediate,128,0,50,0.1874601358259228,0.5221179211160304
intermediate,256,0,1,1.0631983191546088,0.48584584468660824
intermediate,256,0,2,1.0022255913609175,0.5104104254609135
intermediate,256,0,3,0.9710164514284543,0.5121371892003098
intermediate,256,0,4,0.9382794815870024,0.5045480358658624
intermediate,256,0,5,0.892587395386738,0.5307972109999836
intermediate,256,0,6,0.8679913261309242,0.509636121055428
intermediate,256,0,7,0.8345766851951206,0.5262177875823794
intermediate,256,0,8,0.7862356610076372,0.5194701365482829
intermediate,256,0,9,0.7520129177908487,0.529422752147362
intermediate,256,0,10,0.7209121364669413,0.512445439416247
intermediate,256,0,11,0.6898008774157005,0.5148856483211929
intermediate,256,0,12,0.6466770737318769,0.5308281195858384
intermediate,256,0,13,0.6152400124709488,0.5412749974079794
intermediate,256,0,14,0.5656079577298544,0.5187711215039236
intermediate,256,0,15,0.5349500013342694,0.5169587247783952
intermediate,256,0,16,0.5093467983307699,0.5102682846908827
intermediate,256,0,17,0.48562883506866117,0.5189138431474768
intermediate,256,0,18,0.4453831716537319,0.5260576601146784
intermediate,256,0,19,0.4084739224699103,0.5261870624302684
intermediate,256,0,20,0.39922812346782677,0.5426522791021049
intermediate,256,0,21,0.35623809477559004,0.5266064021596918
intermediate,256,0,22,0.35358841270647634,0.5134934167769358
intermediate,256,0,23,0.33784507977896117,0.5057021806012415
intermediate,256,0,24,0.3073719496751199,0.5168116109157507
intermediate,256,0,25,0.27668486620963617,0.5341131020262356
intermediate,256,0,26,0.2549441424288439,0.5353812406427135
intermediate,256,0,27,0.2742654247300335,0.5214296471364556
intermediate,256,0,28,0.23367768090707608,0.5307194962371319
intermediate,256,0,29,0.24500273574659795,0.5399652702854435
intermediate,256,0,30,0.2370640470128039,0.5242557904478997
