external_code,fold,split,label,in_buffer
269,0,train,0,False
270,0,train,1,False
271,0,val,0,False
272,0,train,0,False
273,0,train,0,False
274,0,train,0,False
275,0,train,0,False
277,0,train,0,False
278,0,train,0,False
279,0,train,0,False
280,0,train,0,False
281,0,train,1,False
282,0,train,0,False
283,0,train,2,False
284,0,val,0,False
286,0,val,1,False
287,0,val,1,True
288,0,train,0,False
289,0,train,0,False
290,0,train,0,False
292,0,train,0,False
293,0,train,0,False
294,0,train,0,False
295,0,train,1,False
296,0,val,0,False
297,0,val,2,False
298,0,val,0,False
299,0,val,0,False
300,0,train,0,False
301,0,train,0,False
302,0,val,1,True
304,0,train,1,False
305,0,train,0,False
306,0,train,0,False
307,0,train,0,False
310,0,val,1,True
311,0,train,0,False
312,0,train,1,False
313,0,train,1,False
314,0,train,0,False
315,0,train,1,False
316,0,train,2,False
317,0,train,2,False
318,0,val,1,False
319,0,train,0,False
320,0,val,2,False
321,0,train,0,False
322,0,train,0,False
323,0,train,1,False
324,0,train,2,False
325,0,train,2,False
326,0,train,0,False
327,0,train,1,False
328,0,val,1,False
329,0,train,0,False
330,0,train,0,False
331,0,val,0,False
332,0,train,0,False
333,0,train,1,False
334,0,val,0,False
335,0,train,0,False
336,0,train,0,False
337,0,train,0,False
338,0,train,2,False
339,0,train,2,False
340,0,val,1,False
342,0,val,0,False
343,0,train,0,False
346,0,train,0,False
348,0,train,0,False
350,0,val,0,False
352,0,train,1,False
355,0,train,0,False
356,0,train,0,False
357,0,val,1,False
358,0,train,0,False
359,0,train,2,False
361,0,train,0,False
362,0,train,2,False
363,0,train,0,False
364,0,train,1,False
365,0,train,0,False
366,0,train,0,False
367,0,train,2,False
368,0,train,2,False
369,0,train,1,False
371,0,train,0,False
372,0,train,0,False
373,0,train,0,False
374,0,train,0,False
376,0,train,0,False
377,0,train,0,False
379,0,train,1,False
380,0,val,2,False
381,0,train,0,False
382,0,train,0,False
383,0,train,1,False
384,0,val,1,False
385,0,val,1,False
386,0,train,0,False
387,0,train,2,False
388,0,train,2,False
389,0,train,2,False
390,0,val,2,False
391,0,val,2,False
392,0,val,1,False
393,0,train,1,False
394,0,train,0,False
396,0,val,2,False
397,0,train,1,False
398,0,train,2,False
400,0,train,1,False
401,0,train,2,False
402,0,train,2,False
403,0,train,2,False
405,0,train,2,False
406,0,train,0,False
408,0,val,2,False
409,0,train,0,False
410,0,train,2,False
412,0,train,1,False
413,0,train,1,False
414,0,train,2,False
415,0,val,1,True
416,0,train,0,False
417,0,val,0,False
418,0,val,1,True
419,0,train,0,False
420,0,train,2,False
421,0,val,1,False
422,0,train,1,False
423,0,train,2,False
424,0,val,2,False
426,0,train,1,False
428,0,val,1,False
429,0,val,0,False
431,0,train,1,False
432,0,train,0,False
433,0,val,1,False
436,0,val,0,False
437,0,train,2,False
438,0,val,0,False
440,0,train,0,False
441,0,train,2,False
442,0,val,1,False
443,0,val,1,True
444,0,val,1,True
445,0,train,1,False
446,0,train,1,False
447,0,train,2,False
449,0,val,1,True
450,0,train,0,False
451,0,train,0,False
452,0,val,1,True
453,0,train,1,False
454,0,val,2,False
456,0,train,1,False
458,0,val,1,False
459,0,val,0,False
460,0,train,0,False
461,0,train,1,False
462,0,train,0,False
463,0,train,2,False
464,0,train,1,False
465,0,val,1,False
466,0,val,0,False
467,0,train,2,False
468,0,train,1,False
469,0,train,1,False
470,0,train,0,False
471,0,train,2,False
472,0,val,1,True
473,0,train,1,False
474,0,val,1,True
475,0,val,0,False
477,0,train,2,False
479,0,val,1,False
480,0,train,0,False
481,0,train,2,False
483,0,train,1,False
484,0,val,1,True
485,0,train,0,False
486,0,val,0,False
487,0,train,0,False
489,0,train,0,False
490,0,train,0,False
491,0,train,0,False
492,0,train,0,False
493,0,train,0,False
494,0,val,0,False
495,0,train,1,False
496,0,train,0,False
497,0,train,0,False
498,0,train,0,False
499,0,train,1,False
500,0,train,0,False
501,0,train,0,False
502,0,train,0,False
503,0,train,0,False
505,0,val,0,False
506,0,train,0,False
507,0,train,0,False
508,0,train,0,False
509,0,val,0,False
510,0,train,0,False
511,0,train,0,False
512,0,train,0,False
513,0,train,1,False
514,0,train,0,False
515,0,val,0,False
516,0,val,1,True
517,0,train,0,False
519,0,train,1,False
520,0,train,0,False
521,0,train,0,False
522,0,train,0,False
523,0,train,0,False
524,0,train,0,False
525,0,train,0,False
526,0,train,0,False
527,0,val,0,False
528,0,val,0,False
529,0,train,0,False
530,0,train,0,False
531,0,train,0,False
533,0,train,0,False
534,0,val,1,True
536,0,train,0,False
537,0,train,0,False
538,0,train,0,False
539,0,train,2,False
540,0,train,0,False
541,0,train,0,False
542,0,train,0,False
544,0,train,0,False
545,0,train,1,False
546,0,train,0,False
547,0,train,0,False
549,0,train,0,False
550,0,val,2,False
551,0,train,0,False
552,0,val,0,False
553,0,val,0,False
554,0,train,0,False
555,0,train,0,False
556,0,train,1,False
557,0,val,0,False
558,0,train,0,False
559,0,train,0,False
560,0,train,2,False
561,0,train,2,False
563,0,train,1,False
564,0,train,0,False
566,0,val,1,True
567,0,val,0,False
568,0,train,1,False
569,0,train,0,False
571,0,train,0,False
572,0,val,1,False
573,0,val,0,False
574,0,train,2,False
575,0,train,0,False
576,0,train,0,False
577,0,train,1,False
579,0,train,0,False
580,0,val,0,False
581,0,train,0,False
582,0,train,0,False
583,0,val,0,False
584,0,train,0,False
585,0,val,2,False
587,0,train,1,False
588,0,val,0,False
589,0,train,0,False
590,0,train,0,False
591,0,val,0,False
592,0,train,2,False
593,0,val,1,False
594,0,train,0,False
595,0,train,0,False
596,0,train,0,False
597,0,train,0,False
599,0,train,2,False
600,0,train,1,False
601,0,train,0,False
602,0,val,1,True
604,0,train,1,False
606,0,train,0,False
609,0,val,1,False
610,0,train,0,False
611,0,val,0,False
612,0,train,1,False
613,0,train,1,False
614,0,train,1,False
615,0,train,2,False
616,0,val,1,False
617,0,val,0,False
618,0,train,0,False
619,0,train,0,False
620,0,train,0,False
621,0,train,0,False
622,0,train,0,False
623,0,train,0,False
625,0,train,2,False
626,0,train,0,False
627,0,val,0,False
628,0,train,0,False
629,0,val,0,False
630,0,train,0,False
631,0,train,0,False
632,0,train,2,False
634,0,train,1,False
635,0,train,2,False
636,0,train,2,False
637,0,val,0,False
638,0,train,0,False
639,0,train,2,False
640,0,val,2,False
641,0,train,2,False
643,0,train,1,False
645,0,train,2,False
646,0,train,2,False
648,0,val,2,False
649,0,train,2,False
650,0,train,1,False
651,0,train,0,False
652,0,train,0,False
653,0,train,1,False
654,0,train,0,False
655,0,train,2,False
656,0,val,2,False
657,0,train,0,False
658,0,train,1,False
660,0,train,1,False
661,0,train,0,False
662,0,train,1,False
664,0,train,1,False
665,0,train,1,False
666,0,val,1,False
667,0,train,1,False
668,0,train,2,False
670,0,train,0,False
671,0,train,2,False
672,0,train,1,False
673,0,train,1,False
674,0,train,0,False
675,0,train,0,False
676,0,train,0,False
678,0,val,0,False
679,0,train,2,False
680,0,train,2,False
682,0,train,1,False
683,0,train,2,False
685,0,train,0,False
686,0,val,2,False
688,0,train,1,False
689,0,val,0,False
690,0,train,2,False
694,0,train,0,False
697,0,train,1,False
698,0,train,1,False
699,0,train,1,False
700,0,train,2,False
701,0,train,0,False
702,0,val,2,False
703,0,train,2,False
704,0,train,0,False
705,0,val,2,False
706,0,val,0,False
708,0,train,0,False
709,0,val,1,True
710,0,train,1,False
711,0,train,0,False
713,0,val,1,True
714,0,train,0,False
715,0,train,0,False
716,0,train,1,False
717,0,train,2,False
718,0,train,2,False
721,0,train,2,False
722,0,val,1,True
723,0,train,0,False
724,0,train,1,False
725,0,train,1,False
727,0,train,1,False
728,0,train,2,False
729,0,train,2,False
730,0,train,2,False
733,0,train,2,False
734,0,train,2,False
735,0,train,0,False
736,0,train,0,False
737,0,train,0,False
738,0,val,1,True
739,0,train,0,False
741,0,train,0,False
742,0,train,2,False
743,0,train,1,False
744,0,train,0,False
745,0,train,0,False
746,0,train,1,False
747,0,train,1,False
748,0,train,1,False
750,0,train,1,False
751,0,train,2,False
752,0,train,1,False
753,0,train,2,False
754,0,train,2,False
755,0,train,1,False
756,0,train,1,False
757,0,train,2,False
758,0,train,2,False
760,0,val,0,False
761,0,val,1,True
762,0,train,2,False
763,0,train,2,False
764,0,train,2,False
765,0,train,2,False
766,0,val,2,False
767,0,val,2,False
768,0,train,2,False
769,0,train,0,False
770,0,train,0,False
771,0,train,2,False
772,0,train,1,False
773,0,val,1,True
774,0,val,2,False
777,0,train,0,False
778,0,train,0,False
780,0,train,0,False
781,0,train,0,False
782,0,train,0,False
783,0,train,2,False
784,0,train,2,False
787,0,train,2,False
788,0,train,1,False
789,0,train,1,False
790,0,train,1,False
791,0,train,2,False
792,0,train,2,False
793,0,val,2,False
794,0,train,2,False
795,0,train,2,False
796,0,train,2,False
797,0,train,2,False
798,0,train,1,False
799,0,train,2,False
800,0,train,0,False
801,0,val,2,False
802,0,train,1,False
803,0,val,1,True
804,0,train,0,False
805,0,train,2,False
807,0,val,0,False
808,0,train,2,False
809,0,val,1,False
810,0,train,0,False
812,0,val,0,False
814,0,val,2,False
815,0,train,2,False
816,0,train,1,False
817,0,train,0,False
818,0,train,1,False
819,0,train,2,False
820,0,train,2,False
821,0,val,2,False
822,0,train,0,False
823,0,train,1,False
824,0,train,2,False
825,0,train,2,False
827,0,train,1,False
828,0,train,2,False
829,0,train,1,False
830,0,val,1,False
831,0,train,0,False
834,0,val,0,False
835,0,val,0,False
836,0,val,1,False
837,0,train,2,False
838,0,train,0,False
839,0,val,1,False
841,0,train,1,False
842,0,train,2,False
843,0,val,0,False
844,0,train,2,False
845,0,val,2,False
846,0,val,1,False
847,0,train,2,False
848,0,train,2,False
849,0,val,2,False
850,0,train,1,False
851,0,train,2,False
852,0,train,2,False
853,0,val,2,False
854,0,train,2,False
855,0,val,0,False
856,0,train,2,False
857,0,val,2,False
858,0,train,0,False
859,0,val,2,False
861,0,val,2,False
862,0,val,2,False
863,0,train,0,False
864,0,train,2,False
865,0,train,1,False
866,0,train,2,False
867,0,train,0,False
869,0,train,1,False
870,0,train,2,False
871,0,val,0,False
872,0,train,0,False
873,0,train,1,False
874,0,train,2,False
875,0,val,0,False
876,0,train,2,False
878,0,train,2,False
879,0,val,2,False
880,0,val,0,False
882,0,train,1,False
883,0,train,2,False
884,0,val,1,True
885,0,train,2,False
886,0,train,1,False
888,0,train,2,False
889,0,train,0,False
890,0,val,0,False
894,0,train,0,False
895,0,train,1,False
896,0,val,0,False
897,0,train,0,False
898,0,train,1,False
899,0,val,1,False
900,0,val,2,False
901,0,val,0,False
902,0,train,0,False
903,0,train,0,False
904,0,train,2,False
905,0,val,0,False
907,0,val,2,False
908,0,train,1,False
910,0,train,2,False
911,0,train,0,False
912,0,train,2,False
913,0,train,2,False
914,0,train,0,False
915,0,val,2,False
916,0,train,1,False
917,0,train,1,False
918,0,val,2,False
919,0,val,0,False
921,0,train,0,False
923,0,train,1,False
924,0,val,2,False
926,0,train,1,False
927,0,train,2,False
928,0,train,1,False
929,0,train,2,False
930,0,train,2,False
931,0,train,2,False
932,0,train,1,False
933,0,train,0,False
934,0,train,2,False
935,0,val,0,False
936,0,train,1,False
937,0,train,1,False
938,0,train,0,False
941,0,train,2,False
942,0,train,1,False
943,0,train,1,False
944,0,train,0,False
945,0,train,0,False
946,0,val,2,False
947,0,train,2,False
948,0,train,0,False
949,0,train,2,False
950,0,val,1,True
951,0,train,2,False
952,0,train,0,False
953,0,val,0,False
954,0,train,0,False
955,0,train,2,False
957,0,val,2,False
958,0,val,2,False
959,0,train,2,False
960,0,train,2,False
961,0,train,2,False
962,0,val,2,False
963,0,train,1,False
965,0,train,0,False
966,0,val,1,False
967,0,val,2,False
969,0,val,1,False
970,0,train,1,False
971,0,val,1,False
972,0,val,2,False
973,0,val,1,False
974,0,val,0,False
976,0,val,0,False
977,0,train,0,False
978,0,train,1,False
979,0,train,1,False
982,0,train,2,False
983,0,val,2,False
984,0,train,2,False
985,0,train,2,False
986,0,train,2,False
987,0,val,2,False
988,0,val,2,False
989,0,train,2,False
990,0,val,2,False
992,0,val,2,False
993,0,train,2,False
994,0,val,1,False
996,0,train,2,False
997,0,train,2,False
998,0,train,1,False
999,0,train,1,False
1000,0,val,1,False
1001,0,train,0,False
1002,0,train,2,False
1003,0,train,2,False
1004,0,train,2,False
1006,0,train,2,False
1008,0,val,1,False
1010,0,val,1,False
1011,0,train,2,False
1012,0,train,0,False
1013,0,train,2,False
1014,0,train,0,False
1015,0,train,0,False
1018,0,train,2,False
1019,0,train,1,False
1020,0,train,2,False
1021,0,train,1,False
1023,0,train,2,False
1024,0,train,2,False
1025,0,train,0,False
1026,0,val,1,False
1027,0,train,1,False
1028,0,train,2,False
1030,0,train,1,False
1031,0,train,2,False
1033,0,val,1,True
1035,0,train,1,False
1036,0,val,2,False
1038,0,train,0,False
1039,0,train,0,False
1040,0,val,1,True
1042,0,train,2,False
1043,0,train,2,False
1044,0,val,1,False
1045,0,val,1,False
1046,0,train,1,False
1047,0,train,0,False
1049,0,val,1,False
1050,0,train,2,False
1051,0,val,1,False
1054,0,val,1,True
1055,0,train,1,False
1056,0,train,0,False
1057,0,train,1,False
1058,0,train,2,False
1059,0,train,1,False
1060,0,val,1,False
1061,0,train,0,False
1062,0,train,1,False
1064,0,train,0,False
1065,0,train,0,False
1066,0,train,0,False
1067,0,train,0,False
1068,0,train,2,False
1070,0,val,1,True
1071,0,train,2,False
1072,0,train,2,False
1074,0,train,2,False
1075,0,train,1,False
1076,0,train,2,False
1077,0,val,2,False
1078,0,val,1,False
1079,0,val,1,False
1080,0,val,2,False
1081,0,train,2,False
1084,0,train,0,False
1085,0,train,0,False
1086,0,train,1,False
1087,0,train,1,False
1088,0,val,1,True
1089,0,train,0,False
1090,0,train,2,False
1092,0,train,2,False
1093,0,train,1,False
1094,0,val,1,False
1095,0,train,2,False
1096,0,val,1,False
1097,0,train,1,False
1098,0,train,1,False
1099,0,train,0,False
1101,0,train,0,False
1103,0,train,0,False
1104,0,val,1,False
1106,0,train,0,False
1107,0,train,0,False
1108,0,train,1,False
1109,0,train,1,False
1110,0,train,1,False
1113,0,train,2,False
1114,0,train,1,False
1115,0,train,2,False
1116,0,train,2,False
1117,0,val,1,True
1118,0,train,0,False
1119,0,train,1,False
1120,0,train,0,False
1121,0,train,1,False
1122,0,train,1,False
1123,0,train,0,False
1125,0,val,1,False
1127,0,train,0,False
1128,0,train,0,False
1129,0,val,1,False
1130,0,train,0,False
1132,0,train,1,False
1133,0,train,0,False
1134,0,train,1,False
1135,0,train,1,False
1136,0,train,0,False
1137,0,train,1,False
1138,0,train,1,False
1139,0,val,0,False
1140,0,train,1,False
1141,0,train,0,False
1144,0,val,0,False
1146,0,train,1,False
1147,0,val,1,True
1148,0,train,1,False
1149,0,val,0,False
1150,0,train,1,False
1152,0,val,0,False
1153,0,train,0,False
1154,0,train,0,False
1155,0,train,1,False
1156,0,train,1,False
1157,0,train,0,False
1160,0,train,0,False
1161,0,val,1,True
1162,0,val,1,True
1163,0,train,1,False
1164,0,val,0,False
1165,0,val,2,False
1166,0,val,1,True
1167,0,train,2,False
1172,0,train,1,False
1173,0,train,2,False
1174,0,train,0,False
1175,0,train,1,False
1176,0,val,1,True
1177,0,train,1,False
1178,0,val,1,True
1179,0,train,1,False
1180,0,train,0,False
1182,0,train,1,False
1184,0,val,0,False
1187,0,val,1,True
1188,0,val,2,False
1189,0,train,2,False
1190,0,train,2,False
1191,0,train,2,False
1192,0,train,2,False
1194,0,train,2,False
1195,0,train,1,False
1196,0,val,2,False
1197,0,train,2,False
1198,0,train,2,False
1199,0,train,1,False
1200,0,train,0,False
1201,0,train,2,False
1202,0,val,0,False
1203,0,train,2,False
1204,0,train,2,False
1205,0,train,0,False
1206,0,train,1,False
1207,0,val,1,True
1208,0,train,2,False
1209,0,val,2,False
1210,0,train,1,False
1211,0,train,2,False
1212,0,train,1,False
1213,0,val,2,False
1214,0,train,2,False
1216,0,train,1,False
1217,0,train,2,False
1218,0,train,2,False
1219,0,val,1,True
1221,0,train,1,False
1222,0,val,1,False
1223,0,train,1,False
1225,0,train,1,False
1226,0,val,1,False
1228,0,train,1,False
1230,0,val,1,True
1231,0,train,0,False
1232,0,train,1,False
1233,0,train,2,False
1234,0,train,2,False
1235,0,train,2,False
1237,0,val,1,True
1238,0,train,2,False
1239,0,train,2,False
1240,0,train,0,False
1241,0,train,2,False
1243,0,train,2,False
1244,0,train,1,False
1246,0,val,2,False
1247,0,val,2,False
1248,0,train,2,False
1249,0,train,2,False
1250,0,train,1,False
1251,0,val,2,False
1252,0,train,2,False
1253,0,train,1,False
1254,0,val,2,False
1255,0,train,1,False
1256,0,train,2,False
1257,0,train,2,False
1258,0,train,1,False
1259,0,train,2,False
1260,0,train,1,False
1261,0,val,2,False
1262,0,val,1,True
1263,0,train,1,False
1264,0,train,1,False
1265,0,train,2,False
1266,0,train,2,False
1267,0,val,2,False
1268,0,val,2,False
1269,0,train,1,False
1270,0,train,1,False
1271,0,train,1,False
1272,0,train,1,False
1273,0,val,2,False
1274,0,train,1,False
1275,0,train,2,False
1276,0,train,2,False
1277,0,train,2,False
1278,0,train,1,False
1279,0,train,2,False
1281,0,train,1,False
1282,0,train,2,False
1283,0,train,2,False
1284,0,train,2,False
1285,0,train,2,False
1289,0,train,1,False
1290,0,val,1,False
1291,0,val,2,False
1292,0,val,2,False
1293,0,train,2,False
1294,0,train,1,False
1296,0,train,1,False
1297,0,train,1,False
1298,0,train,2,False
1299,0,val,2,False
1300,0,train,1,False
1301,0,val,1,False
1303,0,train,2,False
1304,0,train,1,False
1310,0,train,2,False
1311,0,train,0,False
1312,0,train,0,False
1313,0,train,2,False
1314,0,train,0,False
1319,0,train,2,False
1320,0,train,0,False
1321,0,train,0,False
1326,0,train,1,False
1327,0,train,1,False
1328,0,train,1,False
1329,0,val,2,False
1331,0,train,2,False
1332,0,train,1,False
1333,0,val,1,True
1334,0,val,1,False
1335,0,train,2,False
1336,0,val,0,False
1337,0,train,2,False
1338,0,train,1,False
1339,0,val,1,False
1340,0,train,2,False
1341,0,val,1,False
1343,0,train,1,False
1345,0,train,1,False
1346,0,val,1,True
1348,0,train,2,False
1350,0,train,1,False
1351,0,train,0,False
1352,0,train,2,False
1353,0,train,2,False
1354,0,train,1,False
1355,0,train,2,False
1356,0,val,1,False
1357,0,train,1,False
1358,0,train,2,False
1360,0,val,1,True
1361,0,train,2,False
1365,0,train,1,False
1367,0,train,1,False
1368,0,train,2,False
1369,0,train,2,False
1370,0,val,1,False
1371,0,train,1,False
1373,0,train,0,False
1374,0,val,2,False
1375,0,train,0,False
1376,0,train,0,False
1377,0,train,2,False
1379,0,train,1,False
1380,0,train,1,False
1381,0,train,2,False
1383,0,train,1,False
1384,0,train,1,False
1386,0,train,1,False
1387,0,train,0,False
1389,0,train,0,False
1390,0,val,1,False
1391,0,train,1,False
1392,0,train,0,False
1393,0,train,1,False
1394,0,val,0,False
1395,0,train,2,False
1396,0,train,2,False
1397,0,train,2,False
1398,0,train,2,False
1401,0,train,2,False
1402,0,train,1,False
1403,0,train,2,False
1404,0,train,2,False
1405,0,train,2,False
1406,0,val,1,False
1407,0,train,0,False
1410,0,val,1,False
1411,0,train,1,False
1412,0,train,2,False
1413,0,train,2,False
1414,0,train,0,False
1415,0,val,1,False
1417,0,train,1,False
1418,0,val,1,False
1421,0,val,2,False
1423,0,train,2,False
1424,0,train,2,False
1426,0,val,2,False
1427,0,train,2,False
1428,0,train,2,False
1429,0,train,1,False
1430,0,train,2,False
1431,0,train,2,False
1432,0,train,0,False
1433,0,train,1,False
1434,0,train,2,False
1435,0,val,1,False
1436,0,val,0,False
1437,0,train,1,False
1439,0,train,1,False
1441,0,train,0,False
1442,0,val,1,False
1443,0,val,1,False
1445,0,train,0,False
1446,0,train,1,False
1447,0,train,2,False
1448,0,train,2,False
1449,0,train,1,False
1450,0,val,1,True
1451,0,train,0,False
1452,0,train,0,False
1453,0,val,1,True
1454,0,val,1,False
1455,0,val,0,False
1456,0,val,1,True
1458,0,train,0,False
1459,0,train,1,False
1460,0,train,1,False
1462,0,train,0,False
1464,0,train,0,False
1468,0,train,0,False
1469,0,train,0,False
1470,0,val,2,False
1471,0,train,1,False
1472,0,train,1,False
1474,0,train,1,False
1475,0,train,0,False
1476,0,train,2,False
1477,0,train,2,False
1478,0,train,0,False
1479,0,val,2,False
1480,0,train,1,False
1481,0,val,1,False
1482,0,train,0,False
1483,0,train,0,False
1484,0,train,1,False
1485,0,train,1,False
1486,0,train,1,False
1487,0,train,0,False
1489,0,train,0,False
1490,0,val,0,False
1491,0,train,1,False
1492,0,train,2,False
1493,0,val,2,False
1495,0,train,2,False
1496,0,val,0,False
1497,0,train,1,False
1498,0,val,1,True
1501,0,train,0,False
1502,0,train,1,False
1503,0,train,0,False
1504,0,train,1,False
1505,0,train,2,False
1506,0,train,2,False
1507,0,train,0,False
1508,0,train,2,False
1509,0,train,0,False
1510,0,train,2,False
1511,0,train,2,False
1512,0,train,0,False
1513,0,train,2,False
1514,0,train,1,False
1515,0,val,0,False
1516,0,train,0,False
1517,0,train,2,False
1520,0,train,0,False
1521,0,train,1,False
1522,0,train,1,False
1523,0,train,1,False
1525,0,train,1,False
1526,0,train,0,False
1527,0,train,2,False
1529,0,train,1,False
1530,0,val,1,True
1531,0,val,1,False
1532,0,train,2,False
1533,0,train,0,False
1536,0,train,1,False
1540,0,train,1,False
1541,0,train,1,False
1542,0,val,1,False
1543,0,train,1,False
1544,0,train,1,False
1545,0,train,1,False
1546,0,val,2,False
1547,0,val,2,False
1548,0,train,0,False
1549,0,train,2,False
1551,0,train,1,False
1552,0,train,1,False
1553,0,train,2,False
1554,0,train,1,False
1555,0,val,1,False
1556,0,val,1,False
1557,0,train,2,False
1558,0,train,1,False
1559,0,train,1,False
1560,0,train,0,False
1562,0,train,1,False
1563,0,val,2,False
1565,0,val,1,False
1566,0,train,2,False
1567,0,val,1,False
1568,0,val,1,True
1569,0,train,1,False
1570,0,train,1,False
1571,0,train,2,False
1572,0,val,1,True
1573,0,val,1,True
1575,0,train,2,False
1576,0,val,1,True
1578,0,train,2,False
1579,0,val,2,False
1580,0,val,1,False
1581,0,train,0,False
1582,0,val,1,False
1585,0,val,1,True
1586,0,val,2,False
1588,0,val,2,False
1589,0,train,1,False
1590,0,val,2,False
1591,0,train,0,False
1592,0,val,0,False
1593,0,train,1,False
1594,0,val,0,False
1595,0,train,2,False
1597,0,train,2,False
1598,0,train,1,False
1599,0,train,1,False
1600,0,train,1,False
1601,0,train,0,False
1602,0,train,0,False
1603,0,val,1,True
1604,0,train,2,False
1605,0,val,2,False
1607,0,train,1,False
1608,0,val,2,False
1610,0,train,1,False
1611,0,train,1,False
1613,0,val,1,True
1614,0,train,0,False
1615,0,train,0,False
1616,0,train,2,False
1618,0,train,0,False
1619,0,train,2,False
1620,0,train,1,False
1621,0,train,0,False
1622,0,train,2,False
1623,0,train,1,False
1624,0,train,1,False
1625,0,train,1,False
1626,0,train,2,False
1627,0,train,1,False
1628,0,train,0,False
1629,0,val,1,True
1631,0,val,0,False
1633,0,train,1,False
1634,0,train,0,False
1635,0,train,1,False
1636,0,val,1,True
1637,0,train,2,False
